INTERACTOR_A	INTERACTOR_B
ce5943	ce2479
ce5943	ce2586
ce5943	ce4826
ce5943	ce6989
ce2640	ce3649
ce2640	ce15322
ce6383	ce3317
ce6383	ce1155
ce6383	ce3317
ce6383	ce3317
ce12687	ce16629
ce12687	ce4422
ce12687	ce3752
ce12687	ce594
ce12687	ce9581
ce12687	ce2884
ce12687	ce594
ce12685	ce12615
ce3737	ce14869
ce3737	ce7872
ce3737	ce12615
ce3737	ce11447
ce5923	ce17846
ce2884	ce12687
ce2885	ce376
ce2737	ce7645
ce2399	ce8919
ce2399	ce11140
ce2399	ce12975
ce2399	ce11140
ce2399	ce12975
ce2399	ce376
ce5707	ce9119
ce5709	ce5943
ce2464	ce13126
ce2464	ce13126
ce2464	ce13126
ce14510	ce13126
ce14510	ce4422
ce10208	ce15135
ce10208	ce8568
ce10208	ce4519
ce10208	ce8568
ce3427	ce1688
ce3427	ce5821
ce3427	ce3003
ce3427	ce15392
ce3427	ce5993
ce3427	ce7349
ce3427	ce2923
ce6168	ce3894
ce6168	ce3894
ce6168	ce3894
ce6167	ce4363
ce6167	ce9545
ce6167	ce8309
ce6166	ce3205
ce3429	ce1014
ce3428	ce9527
ce3428	ce18750
ce3428	ce5637
ce8071	ce12615
ce12774	ce11190
ce17095	ce19012
ce17096	ce11270
ce17096	ce17972
ce17097	ce17398
ce10262	ce18004
ce10263	ce3956
ce10261	ce10380
ce10261	ce3671
ce10261	ce8622
ce10261	ce18039
ce10261	ce8310
ce10261	ce10638
ce10261	ce10380
ce10261	ce3671
ce10261	ce3671
ce10261	ce10380
ce10261	ce3671
ce10261	ce10380
ce4521	ce1755
ce5832	ce1014
ce5832	ce3956
ce2261	ce3674
ce136	ce2785
ce808	ce2949
ce5016	ce17642
ce10515	ce1691
ce10516	ce13066
ce10516	ce12516
ce10516	ce6413
ce10516	ce14608
ce10516	ce3996
ce10516	ce1951
ce10516	ce6413
ce10516	ce1951
ce10516	ce6413
ce10516	ce3996
ce10516	ce6413
ce10516	ce3996
ce10516	ce6499
ce10510	ce16005
ce5013	ce13195
ce5013	ce7213
ce5013	ce19189
ce5013	ce7213
ce5013	ce19189
ce5013	ce19189
ce5013	ce7213
ce10512	ce3917
ce13557	ce11521
ce18232	ce16005
ce14204	ce9194
ce14205	ce12931
ce14205	ce10138
ce14205	ce1201
ce14205	ce5262
ce14205	ce12253
ce14200	ce17642
ce14200	ce15950
ce14203	ce15135
ce14203	ce6099
ce14203	ce15135
ce14203	ce15135
ce4949	ce15280
ce4949	ce15280
ce4949	ce15280
ce4949	ce15280
ce5491	ce3262
ce5491	ce11899
ce5491	ce3316
ce5491	ce3316
ce5491	ce3316
ce5491	ce630
ce4943	ce3310
ce4943	ce8122
ce4946	ce2292
ce4946	ce6916
ce4946	ce8482
ce4946	ce15651
ce4946	ce12034
ce4946	ce6916
ce4945	ce10707
ce4944	ce15283
ce4944	ce6498
ce4944	ce9067
ce4944	ce6498
ce4944	ce9067
ce18545	ce14843
ce11487	ce2795
ce11486	ce11574
ce11336	ce13490
ce248	ce12975
ce248	ce12975
ce15320	ce13126
ce15322	ce4661
ce15322	ce8534
ce15322	ce9194
ce15322	ce2874
ce15322	ce2291
ce15322	ce2731
ce15322	ce3908
ce15322	ce8791
ce15322	ce4943
ce15322	ce1884
ce15322	ce16945
ce15322	ce10134
ce15322	ce6523
ce15322	ce10707
ce15322	ce6023
ce15322	ce1051
ce15322	ce12498
ce15322	ce7499
ce15322	ce9829
ce15322	ce9545
ce15322	ce8465
ce15322	ce6551
ce15322	ce2640
ce15322	ce4661
ce15322	ce2291
ce15322	ce2731
ce15322	ce4943
ce15322	ce10707
ce15322	ce6023
ce15322	ce7499
ce15322	ce2762
ce15322	ce8465
ce15322	ce6551
ce15322	ce1051
ce6619	ce1231
ce14338	ce13219
ce4835	ce2556
ce13422	ce15816
ce13422	ce2795
ce13422	ce3956
ce13422	ce1817
ce13424	ce11521
ce13424	ce3649
ce13424	ce1014
ce13424	ce12615
ce4830	ce68
ce17671	ce1218
ce2361	ce9638
ce4616	ce10758
ce4616	ce14291
ce4616	ce10758
ce4616	ce14291
ce5236	ce18045
ce5236	ce17808
ce5236	ce18045
ce5234	ce10400
ce15259	ce2958
ce1069	ce9294
ce19012	ce3867
ce19012	ce2615
ce19012	ce3738
ce19012	ce12686
ce19012	ce13126
ce19012	ce694
ce19012	ce9281
ce19012	ce11541
ce19012	ce1267
ce19012	ce12516
ce19012	ce17159
ce19012	ce11438
ce19012	ce5847
ce19012	ce5257
ce19012	ce6125
ce19012	ce17095
ce19012	ce12037
ce19012	ce13519
ce19012	ce4277
ce19012	ce18946
ce19012	ce2992
ce19012	ce13130
ce19012	ce1064
ce19012	ce252
ce19012	ce11237
ce19012	ce16373
ce19012	ce16372
ce19012	ce479
ce19012	ce4426
ce19012	ce2615
ce19012	ce3738
ce19012	ce11541
ce19012	ce1267
ce19012	ce12516
ce19012	ce11438
ce19012	ce5847
ce19012	ce6125
ce19012	ce4277
ce19012	ce2992
ce19012	ce694
ce19012	ce4426
ce19012	ce16373
ce19012	ce252
ce19012	ce3738
ce19012	ce5257
ce19012	ce17095
ce19012	ce13126
ce19012	ce11438
ce19012	ce13519
ce19012	ce18946
ce19012	ce993
ce19012	ce252
ce19012	ce16373
ce19012	ce11438
ce19012	ce18946
ce19012	ce3738
ce19012	ce13126
ce19012	ce5257
ce19012	ce17095
ce19012	ce13519
ce12917	ce8788
ce12914	ce9000
ce12914	ce2785
ce12918	ce5248
ce12918	ce8219
ce12918	ce3703
ce12918	ce5867
ce12918	ce13219
ce12918	ce13219
ce1711	ce2969
ce1711	ce8010
ce1711	ce13193
ce1711	ce4788
ce1711	ce2992
ce1711	ce13193
ce1711	ce2969
ce1711	ce8010
ce1711	ce4788
ce1711	ce2992
ce1711	ce3570
ce16076	ce3478
ce16076	ce7645
ce16078	ce8182
ce1391	ce6022
ce1391	ce412
ce1391	ce6022
ce1391	ce412
ce7913	ce6226
ce7913	ce363
ce14548	ce8466
ce16824	ce12615
ce6810	ce5073
ce15641	ce18193
ce15641	ce8575
ce15641	ce347
ce15641	ce8572
ce15641	ce10015
ce15641	ce8435
ce15641	ce18530
ce15641	ce18193
ce15641	ce8575
ce15641	ce347
ce15641	ce8435
ce15641	ce18530
ce15641	ce18530
ce15641	ce8435
ce15641	ce8534
ce15641	ce18193
ce15641	ce18530
ce15641	ce8435
ce15641	ce18193
ce15641	ce8534
ce15647	ce16315
ce1803	ce5924
ce15648	ce3956
ce16117	ce9545
ce16117	ce2762
ce16117	ce2762
ce7622	ce9545
ce7622	ce7952
ce9283	ce3317
ce9283	ce3090
ce9283	ce9826
ce9283	ce3658
ce9283	ce4108
ce9283	ce1377
ce9283	ce4108
ce9282	ce9424
ce9282	ce9424
ce13881	ce3674
ce13881	ce1377
ce13880	ce4621
ce1489	ce7079
ce1489	ce12186
ce13885	ce6552
ce13885	ce17182
ce13884	ce8180
ce13884	ce12498
ce14608	ce3570
ce14608	ce12191
ce14608	ce10516
ce14608	ce13862
ce14608	ce292
ce14608	ce13124
ce14608	ce1014
ce14608	ce8788
ce14608	ce7654
ce7395	ce7421
ce9662	ce1585
ce9662	ce1070
ce9662	ce3650
ce9662	ce5307
ce9662	ce17688
ce9662	ce16359
ce9662	ce17202
ce9662	ce18024
ce9662	ce18821
ce9662	ce17644
ce1935	ce196
ce11924	ce13584
ce11924	ce3840
ce11924	ce12500
ce11924	ce3962
ce11924	ce13584
ce11924	ce3962
ce11925	ce3317
ce11925	ce6354
ce11925	ce8006
ce11925	ce3317
ce16200	ce3956
ce11928	ce12388
ce11928	ce12388
ce7717	ce1368
ce7717	ce2785
ce7716	ce7433
ce7715	ce6409
ce7715	ce7102
ce7715	ce13126
ce7715	ce11241
ce7715	ce8617
ce7715	ce1476
ce7715	ce13065
ce7715	ce1541
ce7715	ce3683
ce7715	ce1144
ce7715	ce9545
ce7715	ce16343
ce7715	ce891
ce7715	ce3919
ce7715	ce7102
ce7715	ce1476
ce7715	ce13065
ce7715	ce2762
ce7715	ce16343
ce7715	ce891
ce7715	ce13126
ce7715	ce8617
ce7715	ce8617
ce7715	ce13126
ce7713	ce14587
ce7713	ce14587
ce7713	ce1453
ce8007	ce2363
ce8007	ce10135
ce8007	ce116
ce8007	ce2979
ce8007	ce8999
ce8007	ce569
ce8007	ce2675
ce8007	ce6582
ce8007	ce13006
ce8007	ce14199
ce8007	ce16863
ce8007	ce4742
ce8007	ce3380
ce8007	ce14831
ce8007	ce268
ce8007	ce10816
ce8007	ce5256
ce8007	ce9583
ce8007	ce333
ce8007	ce3085
ce8007	ce5049
ce8007	ce15046
ce8007	ce4542
ce8007	ce545
ce8007	ce16658
ce8007	ce11999
ce8007	ce1034
ce8007	ce11853
ce8007	ce515
ce8007	ce9389
ce8007	ce14702
ce8007	ce1785
ce8007	ce10135
ce8007	ce8999
ce8007	ce569
ce8007	ce13006
ce8007	ce16863
ce8007	ce3380
ce8007	ce10816
ce8007	ce9583
ce8007	ce333
ce8007	ce3085
ce8007	ce15046
ce8007	ce545
ce8007	ce11853
ce8007	ce14702
ce8007	ce1785
ce8007	ce268
ce8007	ce4542
ce8007	ce4742
ce8007	ce2675
ce8007	ce16863
ce8007	ce333
ce8007	ce6582
ce8007	ce5049
ce8007	ce268
ce8007	ce4542
ce8007	ce2675
ce8007	ce333
ce8007	ce16863
ce8007	ce5049
ce8007	ce4742
ce7711	ce7872
ce496	ce393
ce18831	ce3674
ce18830	ce368
ce7718	ce712
ce8622	ce10261
ce17272	ce17642
ce7086	ce5257
ce7086	ce5257
ce7086	ce5257
ce18946	ce1586
ce18946	ce5490
ce18946	ce1857
ce18946	ce17433
ce18946	ce19012
ce18946	ce1377
ce18946	ce16627
ce18946	ce5575
ce18946	ce3420
ce17241	ce12642
ce11819	ce1857
ce7407	ce3956
ce7158	ce13126
ce15860	ce7466
ce15860	ce11699
ce15860	ce9323
ce15860	ce17269
ce15860	ce8533
ce15860	ce2292
ce15860	ce1046
ce15860	ce11699
ce15860	ce9323
ce15860	ce1046
ce3256	ce8919
ce3256	ce3317
ce3256	ce16431
ce3256	ce16782
ce3256	ce16635
ce3256	ce12540
ce3256	ce13293
ce3256	ce15558
ce3256	ce16782
ce3256	ce3317
ce3256	ce15558
ce3256	ce8919
ce3256	ce15558
ce3256	ce8919
ce3256	ce3317
ce3256	ce16782
ce8534	ce8246
ce8534	ce17642
ce8534	ce16994
ce8534	ce12615
ce8534	ce15322
ce8534	ce2119
ce8534	ce8788
ce8534	ce2420
ce8534	ce3684
ce8534	ce10380
ce8534	ce7388
ce3252	ce412
ce8533	ce15860
ce3251	ce1322
ce3251	ce12725
ce3251	ce10019
ce3251	ce14126
ce3251	ce12725
ce3251	ce12725
ce6574	ce4825
ce6574	ce4825
ce6574	ce4825
ce6572	ce5300
ce6572	ce5300
ce2652	ce18923
ce2652	ce19602
ce2652	ce7016
ce2652	ce6992
ce2652	ce18426
ce2652	ce1674
ce2652	ce4307
ce2652	ce5278
ce2652	ce1926
ce2652	ce1429
ce2652	ce13302
ce2652	ce17770
ce2652	ce14700
ce2652	ce11391
ce2652	ce13915
ce2652	ce6346
ce2652	ce18679
ce2652	ce18923
ce2652	ce7016
ce2652	ce6992
ce2652	ce18426
ce2652	ce17770
ce2652	ce19602
ce6378	ce14975
ce6377	ce2572
ce6374	ce4716
ce6374	ce2839
ce6374	ce2839
ce6372	ce1236
ce6373	ce12077
ce6373	ce8617
ce6373	ce11435
ce6373	ce14205
ce6373	ce1823
ce6373	ce11088
ce6373	ce18531
ce6373	ce6347
ce6373	ce7816
ce6373	ce11435
ce6373	ce14205
ce6373	ce18531
ce17698	ce3355
ce3389	ce1951
ce2729	ce14646
ce2729	ce14646
ce5711	ce1231
ce5711	ce7877
ce5711	ce10578
ce5710	ce2783
ce5717	ce3956
ce15135	ce10208
ce15135	ce14203
ce15135	ce7953
ce15135	ce15132
ce15135	ce8788
ce15135	ce1883
ce15134	ce1752
ce15131	ce17182
ce15130	ce15132
ce10321	ce13126
ce10321	ce13126
ce10321	ce18882
ce10321	ce18882
ce10321	ce13126
ce10320	ce2944
ce3410	ce11622
ce3410	ce13883
ce3410	ce13883
ce7971	ce3090
ce7975	ce7975
ce3419	ce5805
ce3419	ce16687
ce3419	ce3299
ce3419	ce547
ce3419	ce5324
ce3419	ce8574
ce3419	ce3048
ce3419	ce283
ce3419	ce1951
ce3419	ce5385
ce3419	ce7713
ce3419	ce12389
ce3419	ce5362
ce3419	ce10400
ce3419	ce16687
ce3419	ce547
ce3419	ce5324
ce3419	ce8574
ce3419	ce3048
ce3419	ce5385
ce3419	ce7713
ce3419	ce5362
ce18044	ce3896
ce18044	ce1031
ce18045	ce3738
ce18045	ce16783
ce18040	ce13758
ce18040	ce13441
ce18040	ce3970
ce18040	ce13441
ce18040	ce12643
ce18040	ce3970
ce18040	ce13758
ce6284	ce8337
ce12540	ce3256
ce5953	ce5953
ce2272	ce13193
ce2272	ce13300
ce2272	ce13193
ce2272	ce13300
ce2271	ce9230
ce2271	ce9230
ce11033	ce2838
ce11035	ce12615
ce4539	ce2969
ce4539	ce12464
ce4539	ce17433
ce4539	ce10758
ce4539	ce1541
ce4539	ce8180
ce4539	ce1377
ce4539	ce2879
ce4539	ce981
ce4539	ce11744
ce4539	ce2969
ce4539	ce10758
ce4539	ce17433
ce4539	ce11744
ce4539	ce17433
ce4539	ce11744
ce4539	ce10758
ce2075	ce4068
ce2075	ce18426
ce2075	ce12540
ce2075	ce5799
ce2075	ce12540
ce2075	ce5799
ce2075	ce4068
ce2075	ce4068
ce6757	ce5047
ce6757	ce17704
ce6757	ce1522
ce6757	ce5763
ce6757	ce1958
ce6757	ce292
ce6757	ce5047
ce6757	ce17704
ce6022	ce7211
ce6022	ce8122
ce6023	ce8405
ce6023	ce8041
ce6023	ce7467
ce6023	ce3674
ce6753	ce1560
ce6753	ce8206
ce6753	ce1560
ce6753	ce2783
ce6753	ce1101
ce6753	ce3956
ce6753	ce8700
ce814	ce5176
ce12686	ce19012
ce3738	ce957
ce3738	ce3956
ce14231	ce1921
ce14232	ce16005
ce13784	ce11438
ce13784	ce2292
ce13784	ce11438
ce13784	ce2292
ce13786	ce1898
ce13783	ce409
ce16688	ce1767
ce16688	ce7349
ce16688	ce2292
ce16688	ce8070
ce16688	ce1917
ce16688	ce1231
ce16688	ce16239
ce16688	ce1767
ce16688	ce7349
ce16688	ce8070
ce4288	ce9239
ce4288	ce9239
ce4287	ce12267
ce4287	ce8110
ce4287	ce6308
ce16686	ce5886
ce18557	ce16716
ce18557	ce16716
ce252	ce12499
ce252	ce19012
ce252	ce5191
ce252	ce2528
ce253	ce1014
ce4996	ce14550
ce4996	ce15898
ce257	ce1231
ce4447	ce11189
ce4447	ce3327
ce4447	ce11189
ce4447	ce3327
ce4444	ce412
ce4445	ce2969
ce4445	ce13193
ce4445	ce2969
ce4445	ce13193
ce15318	ce1014
ce5136	ce3335
ce5136	ce3649
ce5136	ce16497
ce5136	ce3674
ce5136	ce2795
ce5136	ce1377
ce12688	ce16239
ce12688	ce5361
ce4844	ce18882
ce4845	ce1343
ce12227	ce1218
ce4848	ce6310
ce4849	ce2533
ce17645	ce6058
ce17645	ce12499
ce17646	ce1014
ce17643	ce17643
ce17642	ce8534
ce17642	ce16199
ce17642	ce3103
ce17642	ce13066
ce17642	ce16493
ce17642	ce16467
ce17642	ce5324
ce17642	ce7079
ce17642	ce15449
ce17642	ce17272
ce17642	ce13300
ce17642	ce1904
ce17642	ce12354
ce17642	ce5016
ce17642	ce14200
ce17642	ce2352
ce17642	ce8738
ce17642	ce5908
ce17642	ce12253
ce17642	ce16867
ce17642	ce1917
ce17642	ce13066
ce17642	ce16467
ce17642	ce5324
ce17642	ce7079
ce17642	ce13300
ce17642	ce12253
ce17642	ce15449
ce8824	ce7923
ce4190	ce8785
ce11141	ce1506
ce1013	ce6893
ce1014	ce5805
ce1014	ce2527
ce1014	ce5755
ce1014	ce1115
ce1014	ce16494
ce1014	ce2668
ce1014	ce11181
ce1014	ce5543
ce1014	ce5092
ce1014	ce1804
ce1014	ce8699
ce1014	ce2969
ce1014	ce4681
ce1014	ce3272
ce1014	ce2769
ce1014	ce2042
ce1014	ce13066
ce1014	ce1750
ce1014	ce5832
ce1014	ce1560
ce1014	ce15566
ce1014	ce4308
ce1014	ce14802
ce1014	ce999
ce1014	ce18189
ce1014	ce9427
ce1014	ce2114
ce1014	ce13193
ce1014	ce873
ce1014	ce8498
ce1014	ce16945
ce1014	ce1348
ce1014	ce1213
ce1014	ce3853
ce1014	ce6685
ce1014	ce1697
ce1014	ce1006
ce1014	ce166
ce1014	ce18134
ce1014	ce1481
ce1014	ce5582
ce1014	ce4008
ce1014	ce16469
ce1014	ce8384
ce1014	ce131
ce1014	ce4266
ce1014	ce13424
ce1014	ce283
ce1014	ce778
ce1014	ce6059
ce1014	ce253
ce1014	ce1791
ce1014	ce12640
ce1014	ce17498
ce1014	ce639
ce1014	ce1541
ce1014	ce164
ce1014	ce843
ce1014	ce14608
ce1014	ce1425
ce1014	ce17270
ce1014	ce801
ce1014	ce14260
ce1014	ce15496
ce1014	ce2795
ce1014	ce15318
ce1014	ce1162
ce1014	ce1766
ce1014	ce6316
ce1014	ce6989
ce1014	ce7732
ce1014	ce3468
ce1014	ce95
ce1014	ce4211
ce1014	ce17646
ce1014	ce1377
ce1014	ce2879
ce1014	ce11242
ce1014	ce3768
ce1014	ce13556
ce1014	ce18491
ce1014	ce8619
ce1014	ce14020
ce1014	ce11934
ce1014	ce1662
ce1014	ce2794
ce1014	ce635
ce1014	ce3391
ce1014	ce13422
ce1014	ce2607
ce1014	ce981
ce1014	ce1321
ce1014	ce3429
ce1014	ce3489
ce1014	ce4156
ce1014	ce13732
ce1014	ce91
ce1014	ce9825
ce1014	ce1428
ce1014	ce10378
ce1014	ce10400
ce1014	ce13667
ce1014	ce5805
ce1014	ce2527
ce1014	ce11181
ce1014	ce5543
ce1014	ce8699
ce1014	ce2969
ce1014	ce13066
ce1014	ce1750
ce1014	ce1560
ce1014	ce14802
ce1014	ce2114
ce1014	ce1697
ce1014	ce1006
ce1014	ce16469
ce1014	ce8384
ce1014	ce144
ce1014	ce4266
ce1014	ce283
ce1014	ce6059
ce1014	ce17498
ce1014	ce843
ce1014	ce801
ce1014	ce15496
ce1014	ce6316
ce1014	ce3468
ce1014	ce4211
ce1014	ce11242
ce1014	ce11934
ce1014	ce1662
ce1014	ce2794
ce1014	ce635
ce1014	ce3391
ce1014	ce13422
ce1014	ce4156
ce1014	ce13732
ce1014	ce91
ce1014	ce9825
ce1014	ce13667
ce1014	ce873
ce1014	ce6989
ce1014	ce1883
ce1871	ce9581
ce16121	ce7461
ce16121	ce12498
ce16121	ce9545
ce16121	ce14583
ce16121	ce7461
ce16121	ce2762
ce16121	ce12498
ce16121	ce1454
ce16121	ce12498
ce19571	ce1377
ce12960	ce6499
ce1230	ce4826
ce1230	ce16627
ce1230	ce11270
ce1231	ce1231
ce1231	ce3368
ce1231	ce3531
ce1231	ce2189
ce1231	ce126
ce1231	ce19420
ce1231	ce1040
ce1231	ce18709
ce1231	ce17850
ce1231	ce211
ce1231	ce299
ce1231	ce13005
ce1231	ce5872
ce1231	ce11440
ce1231	ce19281
ce1231	ce19162
ce1231	ce6835
ce1231	ce12540
ce1231	ce6619
ce1231	ce12318
ce1231	ce12427
ce1231	ce639
ce1231	ce16315
ce1231	ce12688
ce1231	ce16688
ce1231	ce1767
ce1231	ce2502
ce1231	ce1131
ce1231	ce12253
ce1231	ce5711
ce1231	ce2292
ce1231	ce257
ce1231	ce1166
ce1231	ce1917
ce1231	ce15651
ce1231	ce11340
ce1231	ce10400
ce1231	ce3368
ce1231	ce299
ce1231	ce12540
ce1231	ce12318
ce1231	ce12688
ce1231	ce12253
ce1231	ce2292
ce1231	ce1917
ce1231	ce15651
ce1231	ce11340
ce1231	ce16315
ce1231	ce16955
ce1236	ce6372
ce1236	ce7469
ce4064	ce15566
ce4064	ce15008
ce4064	ce15008
ce4065	ce4065
ce4060	ce7563
ce4060	ce16004
ce4060	ce16004
ce4060	ce16004
ce10840	ce3970
ce4063	ce924
ce4068	ce2075
ce10848	ce10848
ce16664	ce17946
ce4264	ce3147
ce4264	ce4590
ce16660	ce872
ce16660	ce1198
ce16660	ce13126
ce16660	ce9545
ce16660	ce2762
ce16660	ce13126
ce16660	ce13126
ce16663	ce393
ce16663	ce2783
ce1659	ce7188
ce1659	ce7188
ce1123	ce2572
ce1123	ce16401
ce1123	ce2572
ce1123	ce2572
ce8498	ce1014
ce1345	ce2795
ce1342	ce10707
ce1343	ce13126
ce1343	ce4845
ce1833	ce13944
ce9380	ce393
ce9381	ce13126
ce1348	ce1014
ce15650	ce10019
ce15650	ce10019
ce15651	ce412
ce15651	ce12353
ce15651	ce4946
ce15652	ce9000
ce15652	ce19641
ce15652	ce9000
ce15652	ce19641
ce8122	ce12643
ce8122	ce3970
ce8122	ce8534
ce13947	ce7497
ce13947	ce3468
ce13947	ce7497
ce13947	ce3468
ce13947	ce5887
ce13944	ce3027
ce13944	ce3674
ce13944	ce943
ce13944	ce5637
ce13944	ce8195
ce13945	ce13126
ce13945	ce13126
ce13945	ce13126
ce13942	ce16239
ce13942	ce4424
ce13942	ce3751
ce13942	ce7872
ce13942	ce2795
ce13942	ce1377
ce13942	ce2533
ce615	ce12352
ce7614	ce2377
ce7614	ce15050
ce7614	ce15050
ce15494	ce3730
ce15494	ce13829
ce15494	ce7585
ce15494	ce11985
ce15494	ce15567
ce15494	ce3982
ce15494	ce7561
ce15494	ce7622
ce15494	ce1674
ce15494	ce12540
ce15494	ce639
ce15494	ce17358
ce15494	ce11986
ce15494	ce15967
ce15494	ce10265
ce15494	ce6159
ce15494	ce2292
ce15494	ce2689
ce15494	ce11396
ce15494	ce7585
ce15494	ce15567
ce15494	ce7622
ce15494	ce1674
ce15494	ce17358
ce15494	ce6159
ce15494	ce12540
ce9474	ce8919
ce9474	ce18264
ce15498	ce10019
ce15498	ce10019
ce7615	ce2785
ce7615	ce3956
ce712	ce10204
ce712	ce7718
ce15101	ce3767
ce11951	ce3694
ce8385	ce13811
ce8385	ce13811
ce1906	ce4322
ce1906	ce4322
ce14834	ce7877
ce14834	ce1218
ce14834	ce7872
ce14832	ce5717
ce14832	ce5717
ce14831	ce8007
ce78	ce5218
ce78	ce1135
ce8010	ce8010
ce8010	ce3649
ce13300	ce13300
ce13300	ce2795
ce623	ce2781
ce623	ce17066
ce623	ce12162
ce623	ce12293
ce622	ce8275
ce76	ce18190
ce13235	ce9043
ce13236	ce14646
ce13236	ce14701
ce13236	ce15101
ce13236	ce13985
ce13236	ce18426
ce13236	ce16781
ce13236	ce3683
ce13236	ce12422
ce13236	ce4018
ce13236	ce16162
ce13236	ce2292
ce13236	ce2314
ce13236	ce15101
ce13236	ce16781
ce13236	ce3683
ce13236	ce12422
ce13236	ce16162
ce13236	ce2314
ce13236	ce2314
ce13236	ce2314
ce13237	ce17182
ce16879	ce7784
ce6962	ce3581
ce6962	ce16501
ce6962	ce1101
ce6962	ce1857
ce6962	ce12035
ce6962	ce1636
ce13238	ce12032
ce13238	ce12032
ce4225	ce6546
ce9121	ce1685
ce7161	ce18711
ce7161	ce1587
ce7161	ce6312
ce7161	ce1587
ce7161	ce6312
ce7162	ce13126
ce7162	ce7821
ce7162	ce5177
ce7162	ce5177
ce7162	ce13126
ce7162	ce7821
ce7162	ce13126
ce7162	ce7821
ce7163	ce16625
ce7163	ce5048
ce7163	ce16467
ce7163	ce16007
ce7163	ce18883
ce7163	ce11987
ce7163	ce17948
ce7163	ce18883
ce16897	ce10019
ce16897	ce15133
ce7217	ce13061
ce7217	ce3033
ce7217	ce13061
ce7217	ce13061
ce3716	ce6777
ce7210	ce13852
ce7210	ce3956
ce7211	ce547
ce7211	ce6022
ce7211	ce362
ce7211	ce362
ce7211	ce6022
ce7211	ce2038
ce7211	ce4657
ce7211	ce6022
ce2667	ce7284
ce2667	ce3674
ce2667	ce1377
ce7186	ce6098
ce7184	ce1218
ce13158	ce13219
ce3390	ce17499
ce5663	ce14867
ce5663	ce18946
ce5663	ce1768
ce5663	ce14867
ce5663	ce18946
ce12975	ce9000
ce12975	ce17182
ce12975	ce5405
ce3403	ce7054
ce3403	ce1454
ce3403	ce1454
ce3403	ce12643
ce3402	ce16563
ce12798	ce14608
ce12798	ce5632
ce12798	ce1945
ce12798	ce7816
ce12798	ce14608
ce12798	ce5632
ce12798	ce376
ce12798	ce5632
ce12798	ce1945
ce12798	ce1945
ce12795	ce5028
ce12795	ce18574
ce12796	ce11521
ce5922	ce2319
ce5922	ce8180
ce5922	ce2190
ce10201	ce9121
ce10201	ce4835
ce10201	ce3488
ce10201	ce6347
ce10201	ce9121
ce10201	ce3488
ce10201	ce8568
ce10201	ce4217
ce10204	ce712
ce10204	ce9640
ce10204	ce9640
ce10205	ce3200
ce5924	ce8067
ce5924	ce17838
ce5924	ce1803
ce5924	ce96
ce5924	ce11090
ce5924	ce15940
ce5924	ce3149
ce5924	ce8269
ce5924	ce8067
ce5924	ce96
ce5924	ce11090
ce5924	ce1803
ce5924	ce96
ce5924	ce96
ce10207	ce13126
ce10207	ce1377
ce10207	ce1377
ce10207	ce13126
ce10207	ce13126
ce12556	ce1452
ce391	ce4681
ce391	ce16879
ce391	ce1560
ce391	ce4308
ce391	ce1348
ce391	ce3853
ce391	ce368
ce391	ce8116
ce391	ce412
ce391	ce3768
ce391	ce13422
ce391	ce362
ce393	ce9380
ce393	ce13126
ce393	ce4321
