INTERACTOR_A	INTERACTOR_B
hs2293	hs589
hs2293	hs5394
hs2293	hs1574
hs2293	hs1629
hs2293	hs4266
hs2293	hs14817
hs2293	hs6274
hs2293	hs5471
hs2293	hs5471
hs2293	hs5965
hs2293	hs323
hs2293	hs323
hs2293	hs7316
hs2293	hs14817
hs2293	hs1351
hs2293	hs16704
hs2293	hs14817
hs2293	hs3978
hs2293	hs16704
hs2293	hs589
hs2293	hs2699
hs2293	hs4853
hs2293	hs1568
hs2293	hs5038
hs2293	hs1728
hs2293	hs3536
hs2293	hs14751
hs2293	hs853
hs2293	hs3616
hs2293	hs2256
hs2293	hs7056
hs2293	hs7039
hs2293	hs239
hs2293	hs3389
hs2293	hs7655
hs2293	hs16327
hs2293	hs1629
hs2293	hs7625
hs2291	hs3102
hs2291	hs2529
hs2291	hs3549
hs2291	hs2311
hs2291	hs18058
hs2291	hs152
hs2291	hs139
hs2291	hs18058
hs2291	hs2311
hs2291	hs18058
hs2291	hs11723
hs2291	hs152
hs7513	hs5386
hs7510	hs2774
hs7510	hs2289
hs7510	hs2774
hs4647	hs6262
hs4647	hs2423
hs7515	hs2549
hs7515	hs1596
hs7515	hs1170
hs7515	hs2549
hs7515	hs2549
hs7515	hs18501
hs7515	hs9351
hs7515	hs11474
hs7515	hs10379
hs7515	hs5381
hs7515	hs5073
hs7515	hs10322
hs7515	hs5282
hs7515	hs5381
hs7515	hs2549
hs7515	hs1596
hs7515	hs8312
hs7515	hs16620
hs7515	hs1170
hs6325	hs200
hs3488	hs3352
hs6451	hs7328
hs6451	hs7328
hs6451	hs18574
hs20824	hs20824
hs20824	hs5890
hs20825	hs18
hs20825	hs18
hs20823	hs9871
hs14644	hs2343
hs14644	hs8229
hs14644	hs15757
hs14644	hs1079
hs14644	hs1157
hs14644	hs1143
hs14644	hs6772
hs14644	hs14892
hs17894	hs1375
hs17894	hs11088
hs17894	hs11634
hs17894	hs11088
hs17894	hs11634
hs17894	hs21813
hs17894	hs11634
hs17894	hs10506
hs17894	hs1388
hs17894	hs17556
hs13669	hs18222
hs13669	hs14213
hs13669	hs14503
hs13669	hs18222
hs13669	hs12645
hs13669	hs21183
hs13669	hs18222
hs13669	hs2343
hs10193	hs5141
hs10193	hs1132
hs10193	hs8743
hs10193	hs345
hs10193	hs2922
hs10193	hs8743
hs10193	hs2922
hs10193	hs8105
hs10193	hs1132
hs10193	hs5141
hs10193	hs10685
hs10193	hs345
hs10193	hs8743
hs10193	hs2922
hs10193	hs345
hs10193	hs1132
hs10193	hs5141
hs10193	hs5519
hs10193	hs3758
hs10193	hs8329
hs10667	hs3731
hs10667	hs2116
hs10667	hs3731
hs10667	hs3731
hs3481	hs414
hs3481	hs4791
hs3481	hs12026
hs3481	hs12376
hs3481	hs15104
hs3481	hs16906
hs3481	hs18721
hs3481	hs15617
hs3481	hs414
hs3481	hs12376
hs3481	hs860
hs3481	hs1415
hs3481	hs12026
hs3481	hs5998
hs3481	hs1809
hs3481	hs4791
hs10124	hs4355
hs10124	hs11001
hs10124	hs4897
hs10124	hs4355
hs10124	hs10685
hs10124	hs9227
hs10124	hs7125
hs10124	hs3673
hs10124	hs1227
hs10124	hs4355
hs10124	hs11001
hs10124	hs14186
hs10124	hs19725
