INTERACTOR_A	INTERACTOR_B
sc22	sc2022
sc22	sc2444
sc22	sc291
sc22	sc466
sc22	sc75
sc22	sc2741
sc22	sc3692
sc22	sc75
sc22	sc466
sc22	sc2450
sc22	sc2450
sc22	sc75
sc22	sc2450
sc22	sc1086
sc22	sc2657
sc22	sc1766
sc22	sc1750
sc22	sc1766
sc22	sc888
sc22	sc3768
sc22	sc888
sc22	sc1766
sc22	sc2903
sc22	sc3541
sc22	sc3768
sc22	sc4559
sc22	sc466
sc22	sc6159
sc22	sc3768
sc22	sc3273
sc22	sc744
sc22	sc3922
sc22	sc2657
sc2809	sc5316
sc2809	sc3922
sc2809	sc1827
sc2809	sc3922
sc2809	sc3922
sc2809	sc5316
sc2809	sc4061
sc2809	sc857
sc2809	sc944
sc2809	sc1827
sc2809	sc103
sc2809	sc963
sc2809	sc1786
sc2809	sc3748
sc2809	sc1017
sc2809	sc2695
sc2809	sc140
sc2809	sc4746
sc2809	sc1827
sc2809	sc5316
sc2809	sc3922
sc2809	sc4061
sc2809	sc4061
sc2809	sc4320
sc2809	sc963
sc2809	sc4746
sc2809	sc209
sc2809	sc518
sc2809	sc1926
sc2809	sc103
sc2809	sc3922
sc2809	sc5316
sc2809	sc1786
sc2809	sc329
sc2809	sc3309
sc2809	sc1093
sc2809	sc140
sc2809	sc1909
sc2809	sc1720
sc2809	sc1901
sc2809	sc284
sc2809	sc551
sc2809	sc361
sc2809	sc151
sc2809	sc321
sc2809	sc277
sc2809	sc84
sc2809	sc6396
sc2809	sc3564
sc2809	sc4061
sc2809	sc1040
sc2809	sc960
sc2809	sc2842
sc2809	sc1926
sc2809	sc3922
sc2809	sc3286
sc2809	sc1827
sc2809	sc4061
sc2809	sc5316
sc2809	sc4320
sc2809	sc3922
sc2809	sc5316
sc2809	sc4320
sc2809	sc1926
sc2809	sc5105
sc24	sc1680
sc24	sc1017
sc24	sc4924
sc24	sc4975
sc24	sc2066
sc24	sc1786
sc24	sc3266
sc24	sc1538
sc24	sc5740
sc24	sc3219
sc24	sc3829
sc24	sc466
sc24	sc950
sc24	sc1470
sc24	sc1529
sc24	sc3564
sc24	sc3769
sc24	sc2802
sc24	sc678
sc24	sc402
sc24	sc1458
sc24	sc4387
sc24	sc878
sc24	sc1614
sc24	sc1002
sc24	sc1484
sc24	sc356
sc25	sc602
sc25	sc235
sc25	sc4934
sc25	sc3927
sc25	sc235
sc25	sc970
sc25	sc602
sc25	sc970
sc25	sc4406
sc25	sc3927
sc25	sc970
sc25	sc711
sc25	sc1268
sc25	sc4612
sc25	sc970
sc25	sc235
sc25	sc970
sc25	sc3927
sc25	sc235
sc25	sc970
sc26	sc4924
sc26	sc497
sc26	sc1166
sc26	sc1165
sc26	sc484
sc26	sc149
sc26	sc988
sc26	sc47
sc26	sc3769
sc26	sc342
sc26	sc4448
sc26	sc356
sc26	sc2542
sc26	sc4516
sc26	sc3836
sc26	sc1544
sc26	sc3792
sc26	sc1990
sc26	sc2826
sc26	sc484
sc26	sc1165
sc26	sc988
sc26	sc149
sc26	sc3705
sc26	sc103
sc26	sc5955
sc26	sc4882
sc26	sc552
sc26	sc5051
sc26	sc869
sc26	sc975
sc26	sc265
sc26	sc581
sc26	sc5059
sc26	sc3829
sc26	sc1957
sc26	sc2545
sc26	sc424
sc26	sc3290
sc26	sc4739
sc26	sc3112
sc26	sc585
sc26	sc4148
sc26	sc1156
sc26	sc4037
sc26	sc6133
sc26	sc5002
sc26	sc492
sc26	sc5372
sc26	sc86
sc26	sc610
sc26	sc5312
sc26	sc4832
sc26	sc4255
sc26	sc4431
sc26	sc3686
sc26	sc4236
sc26	sc250
sc26	sc5561
sc26	sc238
sc26	sc4222
sc26	sc2513
sc26	sc47
sc26	sc6261
sc26	sc3057
sc26	sc1469
sc26	sc957
sc26	sc256
sc26	sc2838
sc26	sc290
sc26	sc5742
sc26	sc431
sc26	sc2259
sc26	sc1915
sc26	sc489
sc26	sc3714
sc26	sc4078
sc26	sc160
sc26	sc1289
sc26	sc2341
sc26	sc1656
sc26	sc2762
sc26	sc5578
sc26	sc200
sc26	sc4000
sc26	sc3483
sc26	sc6077
sc26	sc2327
sc26	sc2700
sc26	sc1487
sc26	sc4809
sc26	sc4329
sc26	sc161
sc26	sc332
sc26	sc13
sc26	sc2377
sc26	sc451
sc26	sc684
sc26	sc3536
sc26	sc4328
sc26	sc6424
sc26	sc1423
sc26	sc4935
sc26	sc5514
sc26	sc4569
sc26	sc5254
sc26	sc925
sc26	sc2285
sc26	sc912
sc26	sc77
sc26	sc3266
sc26	sc278
sc26	sc4937
sc26	sc3592
sc26	sc805
sc26	sc2690
sc26	sc2826
sc26	sc5475
sc26	sc1669
sc26	sc6068
sc26	sc5497
sc26	sc3769
sc26	sc3602
sc26	sc4658
sc26	sc3730
sc28	sc28
sc28	sc17
sc28	sc2495
sc28	sc490
sc28	sc415
sc28	sc17
sc28	sc3894
sc28	sc1693
sc28	sc21
sc28	sc103
sc28	sc20
sc28	sc999
sc28	sc2758
sc28	sc4966
sc28	sc415
sc28	sc710
sc28	sc17
sc28	sc3894
sc28	sc1693
sc28	sc5095
sc28	sc3586
sc28	sc3028
sc28	sc185
sc28	sc17
sc28	sc490
sc28	sc653
sc28	sc1693
sc28	sc2469
sc28	sc2288
sc28	sc2495
sc28	sc4905
sc28	sc4884
sc28	sc4414
sc28	sc5367
sc28	sc5943
sc28	sc6159
sc28	sc6232
sc28	sc6249
sc28	sc6266
sc28	sc5409
sc28	sc5642
sc28	sc2348
sc28	sc774
sc28	sc17
sc28	sc490
sc28	sc653
sc28	sc1693
sc28	sc2288
sc28	sc2469
sc28	sc2495
sc28	sc3989
sc28	sc4414
sc28	sc4338
sc28	sc4905
sc28	sc5409
sc28	sc5642
sc28	sc4884
sc28	sc5367
sc28	sc5943
sc28	sc6159
sc28	sc6239
sc28	sc6287
sc28	sc6345
sc28	sc6232
sc28	sc6266
sc28	sc6249
sc28	sc490
sc28	sc653
sc28	sc1693
sc28	sc2288
sc28	sc2469
sc28	sc2495
sc28	sc4414
sc28	sc4905
sc28	sc4884
sc28	sc5409
sc28	sc5367
sc28	sc6159
sc28	sc5642
sc28	sc5943
sc28	sc6232
sc28	sc6249
sc28	sc6239
sc28	sc6287
sc28	sc6345
sc28	sc653
sc28	sc2469
sc28	sc17
sc28	sc490
sc28	sc6159
sc28	sc5943
sc28	sc1693
sc28	sc2495
sc28	sc2725
sc28	sc5409
sc28	sc533
sc28	sc4449
sc28	sc1750
sc28	sc4092
sc28	sc2469
sc28	sc2288
sc28	sc1482
sc28	sc2495
sc28	sc653
sc28	sc17
sc28	sc2044
sc28	sc190
sc28	sc4884
sc28	sc5367
sc28	sc6159
sc28	sc5075
sc28	sc490
sc28	sc4905
sc28	sc1693
sc28	sc1535
sc28	sc744
sc28	sc452
sc28	sc1158
sc28	sc5237
sc28	sc1675
sc28	sc1245
sc28	sc4075
sc28	sc3320
sc28	sc4483
sc28	sc3525
sc28	sc6232
sc28	sc2613
sc28	sc3432
sc28	sc747
sc28	sc3535
sc28	sc972
sc28	sc2226
sc28	sc17
sc28	sc490
sc28	sc972
sc28	sc4075
sc28	sc1535
sc28	sc5367
sc28	sc4414
sc28	sc2288
sc28	sc1749
sc28	sc17
sc28	sc5105
sc28	sc4092
sc28	sc490
sc28	sc2226
sc28	sc1245
sc28	sc6159
sc28	sc5943
sc28	sc1158
sc28	sc1482
sc28	sc190
sc28	sc744
sc28	sc1675
sc28	sc2725
sc28	sc533
sc28	sc6239
sc28	sc1693
sc28	sc2613
sc28	sc4449
sc28	sc5409
sc28	sc5075
sc28	sc2495
sc28	sc6287
sc28	sc17
sc28	sc490
sc28	sc17
sc28	sc1560
sc28	sc17
sc28	sc490
sc28	sc653
sc28	sc1693
sc28	sc2288
sc28	sc2469
sc28	sc2495
sc28	sc3525
sc28	sc3989
sc28	sc4905
sc28	sc4884
sc28	sc4414
sc28	sc5409
sc28	sc5367
sc28	sc5642
sc28	sc5229
sc28	sc6232
sc28	sc6266
sc28	sc6249
sc28	sc17
sc28	sc490
sc28	sc17
sc28	sc490
sc28	sc2725
sc28	sc2348
sc28	sc774
sc28	sc3152
sc28	sc653
sc28	sc3400
sc28	sc6159
sc28	sc490
sc28	sc2495
sc28	sc2288
sc28	sc5409
sc28	sc5367
sc28	sc3525
sc28	sc5642
sc28	sc5943
sc28	sc6159
sc28	sc1693
sc28	sc653
sc28	sc2495
sc28	sc490
sc28	sc17
sc28	sc6287
sc28	sc2469
sc28	sc5367
sc28	sc3887
sc28	sc3152
sc28	sc2370
sc28	sc4218
sc28	sc3261
sc28	sc4217
sc28	sc4483
sc28	sc1749
sc28	sc6159
sc28	sc3320
sc28	sc1693
sc28	sc452
sc28	sc4113
sc28	sc2226
sc28	sc328
sc28	sc2044
sc28	sc17
sc28	sc4449
sc28	sc533
sc28	sc5042
sc28	sc747
sc28	sc2613
sc28	sc3989
sc28	sc6447
sc28	sc5237
sc28	sc4092
sc28	sc4075
sc28	sc3189
sc28	sc5510
sc28	sc190
sc28	sc3525
sc28	sc1245
sc28	sc972
sc28	sc3535
sc28	sc4268
sc28	sc4674
sc28	sc5084
sc28	sc5943
sc28	sc5025
sc28	sc2843
sc28	sc5341
sc28	sc4530
sc28	sc5505
sc28	sc4698
sc28	sc1675
sc28	sc5448
sc28	sc1158
sc28	sc2288
sc28	sc2725
sc28	sc4699
sc28	sc2577
sc28	sc5075
sc28	sc4985
sc28	sc5916
sc28	sc4905
sc28	sc5409
sc28	sc4414
sc28	sc2469
sc29	sc1127
sc29	sc360
sc29	sc4569
sc29	sc4612
sc29	sc4328
sc29	sc4697
sc29	sc729
sc29	sc4569
sc29	sc4612
sc2800	sc1140
sc2800	sc1460
sc2800	sc3116
sc2800	sc1140
sc2800	sc1140
sc2801	sc3172
sc2801	sc5806
sc2801	sc5848
sc2801	sc4576
sc2801	sc3027
sc2801	sc1707
sc2801	sc506
sc2801	sc4142
sc2801	sc1316
sc2801	sc3451
sc2801	sc5302
sc2801	sc3451
sc2801	sc3502
sc2801	sc5302
sc2801	sc3390
sc2801	sc3451
sc2801	sc2774
sc2801	sc698
sc2801	sc3261
sc2801	sc2604
sc2801	sc176
sc2801	sc3502
sc2801	sc2370
sc2806	sc3309
sc2806	sc1783
sc2806	sc3920
sc2806	sc3309
sc2806	sc3309
sc2806	sc1257
sc2806	sc1257
sc2806	sc1633
sc2807	sc2491
sc2807	sc4882
sc2807	sc2696
sc2807	sc4376
sc2807	sc4559
sc2807	sc6273
sc2807	sc2292
sc2807	sc680
sc2807	sc2827
sc2807	sc3614
sc2807	sc4157
sc2807	sc76
sc2807	sc431
sc2807	sc4987
sc2807	sc2876
sc2807	sc4612
sc2807	sc2696
sc2807	sc76
sc2807	sc4882
sc2807	sc2292
sc2807	sc941
sc2807	sc6273
sc2807	sc2827
sc2807	sc3614
sc2807	sc4376
sc2807	sc4157
sc2807	sc431
sc2807	sc2876
sc2807	sc4987
sc2807	sc4559
sc2807	sc6258
sc2807	sc2696
sc2807	sc680
sc2807	sc2491
sc2807	sc4612
sc2807	sc2055
sc2807	sc2696
sc2804	sc373
sc2804	sc4499
sc2804	sc4499
sc2804	sc1418
sc2804	sc4499
sc2805	sc2148
sc2805	sc2255
sc2805	sc216
sc2805	sc4303
sc2805	sc629
sc2805	sc1268
sc2805	sc2902
sc2805	sc361
sc2805	sc5268
sc2805	sc2148
sc2805	sc1268
sc4956	sc4036
sc4956	sc5440
sc4956	sc3169
sc4956	sc4623
sc4956	sc1798
sc4956	sc3821
sc4956	sc2033
sc4956	sc1804
sc4956	sc4719
sc4956	sc5477
sc4956	sc2871
sc4956	sc3435
sc4956	sc2188
sc4956	sc1524
sc4956	sc2320
sc4956	sc6240
sc4956	sc4500
sc4956	sc4663
sc4956	sc3141
sc4956	sc5048
sc4956	sc4733
sc4956	sc2049
sc4956	sc3188
sc4956	sc4153
sc4956	sc954
sc4956	sc1297
sc4956	sc4811
sc4956	sc2590
sc4956	sc1559
sc4956	sc1979
sc4956	sc4484
sc4956	sc2632
sc4956	sc3737
sc4956	sc2638
sc4956	sc2433
sc4956	sc1649
sc4956	sc2058
sc4956	sc611
sc4956	sc1473
sc4956	sc1617
sc4956	sc3435
sc4956	sc1339
sc4956	sc2927
sc4956	sc3338
sc4956	sc1332
sc4956	sc2780
sc4956	sc2320
sc4956	sc2356
sc4956	sc6569
sc4956	sc5217
sc4956	sc1676
sc4956	sc4358
sc4956	sc2033
sc4956	sc4495
sc4956	sc5472
sc4956	sc2349
sc4956	sc1551
sc4956	sc5318
sc4956	sc3166
sc4956	sc3991
sc4956	sc4446
sc4956	sc3735
sc4956	sc1847
sc4956	sc2943
sc4956	sc2184
sc4956	sc1589
sc4956	sc1223
sc4956	sc617
sc4956	sc1629
sc4956	sc2823
sc4956	sc1725
sc4956	sc3413
sc4956	sc1451
sc4956	sc2090
sc4956	sc1949
sc4956	sc3082
sc4956	sc636
sc4956	sc665
sc4956	sc1705
sc4956	sc1664
sc4956	sc2367
sc4956	sc4096
sc4956	sc1592
sc4956	sc3406
sc4956	sc1694
sc4956	sc2959
sc4956	sc1524
sc4956	sc2970
sc4956	sc3744
sc4956	sc1978
sc4956	sc3580
sc4956	sc1692
sc4956	sc6499
sc4956	sc1629
sc4956	sc954
sc4956	sc3188
sc4956	sc1649
sc4956	sc1297
sc4956	sc4108
sc4956	sc2871
sc4956	sc1694
sc4956	sc3169
sc4956	sc2314
sc4956	sc1519
sc4956	sc2590
sc4956	sc1979
sc4956	sc5033
sc4956	sc4634
sc4956	sc3821
sc4956	sc4623
sc4956	sc875
sc4956	sc3984
sc4956	sc2033
sc4956	sc6240
sc4956	sc4663
sc4956	sc2320
sc4956	sc1802
sc4956	sc3554
sc4956	sc4680
sc4956	sc4130
sc4956	sc1804
sc4956	sc4036
sc4956	sc5048
sc4956	sc4153
sc4956	sc4719
sc4956	sc6569
sc4957	sc930
sc4957	sc3768
sc4957	sc2031
sc4957	sc2825
sc4957	sc930
sc4957	sc2031
sc4957	sc2825
sc4957	sc3610
sc4957	sc4768
sc4957	sc930
sc4957	sc2825
sc4957	sc2031
sc4957	sc3768
sc4957	sc4870
sc4957	sc3610
sc4957	sc930
sc4957	sc4768
sc4957	sc3768
sc4957	sc2031
sc4957	sc2825
sc4957	sc3610
sc4957	sc930
sc4957	sc2825
sc4957	sc3610
sc4957	sc2825
sc4957	sc3768
sc4957	sc3610
sc4957	sc2031
sc4957	sc5302
sc4957	sc930
sc4957	sc4768
sc4954	sc2081
sc4954	sc2381
sc4954	sc2006
sc4954	sc2381
sc4954	sc624
sc4954	sc2081
sc4954	sc2081
sc4954	sc2081
sc4954	sc2477
sc4954	sc2783
sc4954	sc2081
sc4954	sc624
sc4954	sc2381
sc4955	sc2520
sc4955	sc6343
sc4955	sc4190
sc4955	sc6343
sc4955	sc2802
sc4955	sc2520
sc4955	sc4372
sc4955	sc734
sc4955	sc6343
sc4955	sc2520
sc4955	sc2520
sc4955	sc734
sc4955	sc6343
sc4952	sc2985
sc4952	sc5965
sc4952	sc5965
sc4952	sc5965
sc4952	sc1158
sc4952	sc2985
sc4952	sc2985
sc4952	sc5965
sc4952	sc5896
sc4952	sc2985
sc4952	sc1158
sc4950	sc302
sc4950	sc2560
sc4950	sc2560
sc4950	sc3158
sc4950	sc1370
sc4950	sc302
sc4950	sc2560
sc4951	sc4243
sc4951	sc279
sc4951	sc1961
sc4951	sc678
sc4951	sc1804
sc4951	sc1816
sc4951	sc6499
sc4951	sc4675
sc4951	sc4243
sc4951	sc1676
sc4951	sc5027
sc4951	sc1649
sc4959	sc1935
sc4959	sc2455
sc4959	sc3580
sc4959	sc1451
sc3294	sc5142
sc3295	sc634
sc3295	sc80
sc3295	sc5
sc3295	sc1632
sc3295	sc3567
sc3295	sc920
sc3295	sc80
sc3295	sc5
sc3295	sc634
sc3295	sc80
sc3295	sc1515
sc3295	sc1975
sc3295	sc634
sc3295	sc2153
sc3296	sc463
sc3296	sc6043
sc3296	sc2376
sc3296	sc6043
sc3296	sc6043
sc3296	sc3826
sc3297	sc3466
sc3297	sc2579
sc3297	sc2579
sc3297	sc4375
sc3297	sc2579
sc3297	sc3326
sc3297	sc2958
sc3297	sc5610
sc3297	sc2325
sc3297	sc2819
sc3290	sc290
sc3290	sc290
sc3290	sc238
sc3290	sc869
sc3290	sc13
sc3290	sc63
sc3290	sc2450
sc3290	sc290
sc3290	sc290
sc3290	sc238
sc3290	sc869
sc3290	sc63
sc3290	sc13
sc3290	sc290
sc3290	sc290
sc3290	sc1560
sc3290	sc3206
sc3290	sc3624
sc3290	sc2425
sc3290	sc2377
sc3290	sc2450
sc3290	sc290
sc3290	sc290
sc3292	sc3292
sc3292	sc2470
sc3292	sc6258
sc3292	sc1932
sc3292	sc1419
sc3292	sc5040
sc3292	sc3648
sc3292	sc818
sc3292	sc1545
sc3292	sc703
sc3292	sc1822
sc3293	sc3981
sc3293	sc5364
sc3293	sc3254
sc3293	sc4088
sc3293	sc4241
sc3293	sc5364
sc3293	sc4196
sc3293	sc4694
sc3293	sc4451
sc3293	sc5484
sc3293	sc4237
sc3293	sc4901
sc3293	sc4503
sc3293	sc3700
sc3293	sc4039
sc3293	sc3096
sc3293	sc4279
sc3293	sc3254
sc3293	sc4088
sc3293	sc3675
sc3293	sc5184
sc3293	sc5232
sc3293	sc4196
sc3293	sc2288
sc3293	sc4088
sc3293	sc5364
sc3293	sc3254
sc3293	sc3981
sc3298	sc6160
sc3298	sc6160
sc3298	sc3922
sc3298	sc6160
sc3299	sc2470
sc3299	sc2363
sc3299	sc2313
sc3299	sc4699
sc3299	sc3861
sc3299	sc3792
sc3299	sc2018
sc3299	sc2370
sc2150	sc4737
sc2150	sc470
sc2150	sc620
sc2150	sc4737
sc2150	sc1751
sc2150	sc4737
sc2150	sc4498
sc2150	sc4498
sc2150	sc4498
sc2150	sc1751
sc23	sc1220
sc23	sc4824
sc23	sc4892
sc23	sc983
sc23	sc1220
sc23	sc1220
sc23	sc1220
sc23	sc983
sc23	sc260
sc23	sc1716
sc23	sc1504
sc23	sc4824
sc23	sc4824
sc23	sc4892
sc23	sc1220
sc23	sc2935
sc23	sc2057
sc23	sc1220
sc23	sc4824
sc23	sc1220
sc23	sc4824
sc23	sc4892
sc23	sc1220
sc23	sc4824
sc23	sc4892
sc23	sc1220
sc23	sc4824
sc23	sc4892
sc23	sc260
sc23	sc1504
sc23	sc729
sc23	sc3949
sc23	sc3591
sc23	sc4157
sc23	sc1220
sc23	sc1220
sc23	sc1220
sc23	sc1220
sc23	sc1220
sc23	sc4824
sc23	sc4892
sc23	sc1220
sc23	sc378
sc23	sc1220
sc23	sc378
sc23	sc1156
sc23	sc1352
sc23	sc3245
sc23	sc4824
sc23	sc4776
sc23	sc5553
sc23	sc4824
sc23	sc3949
sc23	sc4157
sc23	sc729
sc23	sc3591
sc23	sc4892
sc23	sc1220
sc2151	sc986
sc2151	sc1
sc2151	sc1895
sc2151	sc1895
sc2151	sc986
sc2151	sc1
sc2151	sc1659
sc2151	sc2119
sc2151	sc4248
sc2151	sc973
sc2151	sc986
sc2151	sc4480
sc2151	sc5157
sc2151	sc1
sc2151	sc6336
sc2151	sc1895
sc2151	sc2348
sc2151	sc1395
sc2151	sc4394
sc2151	sc1
sc2151	sc986
sc2151	sc1895
sc2151	sc2348
sc2151	sc3579
sc2151	sc3926
sc2151	sc5157
sc2151	sc4248
sc2151	sc973
sc2151	sc986
sc2151	sc986
sc2151	sc1895
sc2151	sc1
sc2151	sc655
sc2151	sc986
sc2151	sc1
sc3070	sc2159
sc3070	sc3971
sc3070	sc618
sc3070	sc3267
sc3070	sc1756
sc3070	sc5644
sc3070	sc1917
sc3070	sc5644
sc3070	sc176
sc2802	sc2882
sc2802	sc5241
sc2802	sc506
sc2802	sc4071
sc2802	sc4201
sc2802	sc2482
sc2802	sc2746
sc2802	sc3073
sc2802	sc4955
sc2802	sc3538
sc2802	sc3250
sc2802	sc820
sc2802	sc2715
sc2802	sc2745
sc2802	sc3269
sc2802	sc3848
sc2802	sc2792
sc2802	sc1680
sc2802	sc4142
sc2802	sc2659
sc2802	sc3089
sc2802	sc4550
sc2802	sc2723
sc2802	sc1
sc2802	sc697
sc2802	sc2095
sc2802	sc3658
sc2802	sc2715
sc2802	sc2746
sc2802	sc4550
sc2802	sc2746
sc2802	sc2961
sc2802	sc3658
sc2802	sc2715
sc2802	sc2746
sc2802	sc2961
sc2802	sc1062
sc2802	sc2095
sc2802	sc2482
sc2802	sc2723
sc2802	sc2715
sc2802	sc2746
sc2802	sc2482
sc2802	sc2723
sc2802	sc2715
sc2802	sc2746
sc2802	sc2961
sc2802	sc3073
sc2802	sc4858
sc2802	sc2095
sc2802	sc3848
sc2802	sc2267
sc2802	sc4142
sc2802	sc2961
sc2802	sc4550
sc2802	sc50
sc2802	sc506
sc2802	sc4201
sc2802	sc578
sc2802	sc351
sc2802	sc2482
sc2802	sc5257
sc2802	sc3244
sc2802	sc4493
sc2802	sc4313
sc2802	sc2746
sc2802	sc2715
sc2802	sc3538
sc2802	sc2792
sc2802	sc4550
sc2802	sc4550
sc2802	sc2746
sc2802	sc2961
sc2802	sc2482
sc2802	sc4550
sc2802	sc2715
sc2802	sc2961
sc2802	sc4975
sc2802	sc4257
sc2802	sc1786
sc2802	sc818
sc2802	sc1352
sc2802	sc950
sc2802	sc4448
sc2802	sc3250
sc2802	sc5241
sc2802	sc3269
sc2802	sc697
sc2802	sc820
sc2802	sc506
sc2802	sc4201
sc2802	sc2659
sc2802	sc2745
sc2802	sc2792
sc2802	sc3538
sc2802	sc4071
sc2802	sc2393
sc2802	sc387
sc2802	sc3001
sc2802	sc2267
sc2802	sc1740
sc2802	sc4858
sc2802	sc880
sc2802	sc618
sc2802	sc3355
sc2802	sc1793
sc2802	sc552
sc2802	sc3342
sc2802	sc2452
sc2802	sc2133
sc2802	sc2941
sc2802	sc1928
sc2802	sc261
sc2802	sc1155
sc2802	sc2018
sc2802	sc820
sc2802	sc506
sc2802	sc4550
sc2802	sc2745
sc2802	sc3658
sc2802	sc4955
sc2802	sc2095
sc2802	sc3250
sc2802	sc697
sc2802	sc3269
sc2802	sc1680
sc2802	sc4142
sc2802	sc1
sc2802	sc2746
sc2802	sc2482
sc2802	sc2659
sc2802	sc3848
sc2802	sc2882
sc2802	sc3073
sc2802	sc2723
sc2802	sc3538
sc2802	sc2715
sc2802	sc3089
sc2802	sc2792
sc2802	sc4550
sc2802	sc2746
sc2802	sc2961
sc2802	sc1062
sc2802	sc3658
sc2802	sc3073
sc2802	sc2715
sc3072	sc4243
sc3072	sc2707
sc3072	sc4495
sc3072	sc383
sc3072	sc1526
sc3072	sc5411
sc3072	sc302
sc3072	sc2496
sc3072	sc4495
sc3073	sc3848
sc3073	sc2802
sc3073	sc5993
sc3073	sc908
sc3073	sc700
sc3073	sc3848
sc3073	sc1540
sc3073	sc1008
sc3073	sc2723
sc3073	sc220
sc3073	sc2802
sc3073	sc2095
sc3073	sc3848
sc3073	sc2267
sc3073	sc4142
sc3073	sc2961
sc3073	sc4550
sc3073	sc506
sc3073	sc4201
sc3073	sc578
sc3073	sc2482
sc3073	sc5257
sc3073	sc3244
sc3073	sc2746
sc3073	sc2715
sc3073	sc3538
sc3073	sc4804
sc3073	sc2792
sc3073	sc50
sc3073	sc4201
sc3073	sc578
sc3073	sc2715
sc3073	sc4493
sc3073	sc506
sc3073	sc3848
sc3073	sc4142
sc3073	sc5257
sc3073	sc2095
sc3073	sc2659
sc3073	sc2745
sc3073	sc2792
sc3073	sc3538
sc3073	sc2482
sc3073	sc2723
sc3073	sc2802
sc3073	sc2746
sc3073	sc2961
sc3073	sc2095
sc3073	sc3848
sc3073	sc2267
sc3073	sc4142
sc3073	sc2961
sc3073	sc4550
sc3073	sc50
sc3073	sc506
sc3073	sc4201
sc3073	sc578
sc3073	sc2482
sc3073	sc5257
sc3073	sc3244
sc3073	sc4493
sc3073	sc2746
sc3073	sc2715
sc3073	sc3538
sc3073	sc2792
sc3073	sc3538
sc3073	sc2746
sc3073	sc4201
sc3073	sc6269
sc3073	sc4142
sc3073	sc1737
sc3073	sc2802
sc3073	sc5993
sc3073	sc3848
sc3073	sc727
sc3073	sc2882
sc3073	sc104
sc3073	sc480
sc3073	sc3019
sc3073	sc4201
sc3073	sc4142
sc3073	sc2745
sc3073	sc2267
sc3073	sc4858
sc3073	sc3238
sc3073	sc2095
sc3073	sc2267
sc3073	sc1008
sc3073	sc4550
sc3073	sc2961
sc3073	sc6269
sc3073	sc2715
sc3073	sc3848
sc3073	sc5257
sc3073	sc1540
sc3073	sc506
sc3073	sc2723
sc3073	sc2659
sc3073	sc4804
sc3073	sc220
sc3073	sc2792
sc3073	sc4201
sc3073	sc3538
sc3073	sc2746
sc3073	sc2802
sc3073	sc2482
sc3073	sc1737
sc3073	sc2745
sc3073	sc4142
sc3073	sc3244
sc3073	sc578
sc3073	sc3538
sc3073	sc3848
sc3073	sc5993
sc3073	sc1737
sc3074	sc5300
